ID,GEO_REFERENCIA,DATA_NASCIMENTO,PROFISSAO,GENERO,ESTADO_CIVIL,VALOR_01,VALOR_02,VALOR_03,VALOR_04,PERFIL
3607,170,12/31/90,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),285.71,285.71,0.00,14.29,A
3608,748,8/13/79,MÉDICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1800.00,0.00,0.00,0.00,B
3609,454,2/27/87,SERVIDOR PÚBLICO FEDERAL,F,UNIAO ESTAVEL,649.43,14.29,0.00,0.00,A
3610,95,8/25/69,AUTÔNOMO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),200.29,29714.29,0.00,24571.43,B
3611,42,6/17/58,CORRETOR DE IMÓVEIS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),228.57,1109.14,285.71,0.00,A
3612,50,10/3/64,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,24285.71,0.00,0.00,A
3613,65,11/3/83,ENGENHEIRO,M,SOLTEIRO(A),1727.14,0.00,0.00,0.00,B
3614,741,5/22/54,PROFESSOR DE ENSINO SUPERIOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,85714.29,A
3615,913,7/29/94,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),342.57,3481.79,0.00,8004.90,A
3616,38,10/14/87,ADMINISTRADOR,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
3617,971,7/7/94,ESTUDANTE,M,SOLTEIRO(A),485.71,0.00,0.00,0.00,D
3618,769,6/20/83,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1857.14,0.00,0.00,0.00,A
3619,291,12/7/86,MILITAR EM GERAL,M,SOLTEIRO(A),5714.29,77484.46,1755.31,5831.85,A
3620,880,5/5/89,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),514.29,0.00,0.00,0.00,A
3621,398,10/20/90,ENGENHEIRO,M,SOLTEIRO(A),1714.29,0.00,0.00,0.00,A
3622,881,2/16/96,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),462.00,0.00,0.00,0.00,A
3623,186,10/18/87,MÉDICO,M,SOLTEIRO(A),2000.00,15381.97,0.00,22857.14,D
3624,54,3/29/85,MÉDICO,F,SOLTEIRO(A),4857.14,0.00,0.00,0.00,A
3625,45,10/20/88,ESTUDANTE,M,SOLTEIRO(A),742.86,34285.71,0.00,34285.71,A
3626,987,7/8/88,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),503.99,0.00,0.00,0.00,A
3627,256,1/9/93,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),571.43,0.00,0.00,1428.57,A
3628,50,4/18/13,ESTUDANTE,F,SOLTEIRO(A),571.43,13858.45,0.00,2859.08,A
3629,291,8/2/85,ENGENHEIRO,M,SOLTEIRO(A),4142.86,0.00,0.00,480.00,A
3630,912,3/31/83,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),342.86,0.00,0.00,0.00,A
3631,135,6/22/79,TRABALHADOR METALÚRGICO E SIDERÚRGICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,0.00,0.00,0.00,C
3632,858,10/30/79,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),2571.43,0.00,0.00,0.00,A
3633,881,7/5/88,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATURALIZADO(A),542.86,0.00,0.00,0.00,A
3634,222,5/15/87,ENGENHEIRO,M,SOLTEIRO(A),2324.29,0.00,0.00,0.00,A
3635,205,5/19/88,ECONOMISTA,F,UNIAO ESTAVEL,1773.51,4466.05,0.00,1399.87,A
3636,198,2/12/90,TRABALHADOR DE CONSTRUÇÃO CIVIL,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
3637,979,7/11/82,SERVIDOR PÚBLICO MUNICIPAL,F,SOLTEIRO(A),371.43,0.00,0.00,0.00,A
3638,427,5/15/95,ESTUDANTE,M,SOLTEIRO(A),202.86,0.00,0.00,0.00,A
3639,99,10/20/79,ADMINISTRADOR,M,SOLTEIRO(A),3005.19,0.00,0.00,1.29,A
3640,135,6/28/77,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),828.57,0.00,0.00,85.71,A
3641,125,6/9/78,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2000.00,5714.29,0.00,0.00,A
3642,360,6/12/92,ESTUDANTE,M,SOLTEIRO(A),714.29,0.00,0.00,0.00,A
3643,63,7/31/87,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1142.86,28571.43,0.00,1714.29,A
3644,351,11/27/81,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2428.57,0.00,0.00,0.00,A
3645,295,11/12/80,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),342.86,0.00,0.00,4268.43,A
3646,71,1/20/69,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),3428.57,92532.32,0.00,0.00,B
3647,25,3/2/89,ADVOGADO,F,SOLTEIRO(A),2857.14,0.00,0.00,28571.43,B
3648,311,1/17/94,MILITAR EM GERAL,M,SOLTEIRO(A),275.43,0.00,0.00,0.00,A
3649,46,11/10/72,BANCARIO E ECONOMIÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,0.00,0.00,0.00,B
3650,222,2/18/69,VETERINÁRIO E ZOOTECNISTA,M,DIVORCIADO(A),2285.71,0.00,0.00,0.00,B
3651,84,2/26/92,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1285.71,0.00,0.00,0.00,A
3652,242,3/8/80,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,100000.00,0.00,0.00,A
3653,22,3/6/84,TÉCNICO DE ELETRICIDADE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,0.00,0.00,A
3654,14,5/28/90,ADMINISTRADOR,M,SOLTEIRO(A),1142.86,0.00,0.00,0.00,A
3655,122,12/2/52,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),F,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,0.00,0.00,0.00,B
3656,722,6/13/81,ADVOGADO,F,SOLTEIRO(A),1142.86,1142.86,1428.57,25142.86,A
3657,110,10/22/87,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1142.86,36561.80,6451.43,17289.19,B
3658,52,1/1/89,AUTÔNOMO,F,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
3659,202,11/27/70,PROPRIETÁRIO DE IMÓVEL (RECEBENDO REND DE ALUGUEL),M,UNIAO ESTAVEL,1428.57,14285.71,14285.71,2857.14,B
3660,573,5/7/87,ENGENHEIRO,M,SOLTEIRO(A),1913.71,0.00,0.00,0.00,A
3661,607,5/15/83,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),837.14,0.00,0.00,0.00,A
3662,43,5/27/78,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3571.43,0.00,0.00,0.00,B
3663,64,3/16/64,ADMINISTRADOR,F,SOLTEIRO(A),1428.57,1428.57,622.27,0.00,B
3664,227,1/16/88,MILITAR EM GERAL,M,SOLTEIRO(A),1933.39,2857.14,0.00,0.00,A
3665,806,3/19/95,TÉCNICO DE ELETRICIDADE,M,SOLTEIRO(A),371.43,0.00,0.00,4022.86,B
3666,584,2/22/77,PROFESSOR DE ENSINO SUPERIOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2771.43,58571.43,6502.00,1000.00,A
3667,408,2/12/83,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),428.57,0.00,0.00,0.00,A
3668,375,2/27/86,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),720.99,142.86,0.00,1342.86,B
3669,115,3/16/86,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),2142.86,28571.43,0.00,11428.57,A
3670,906,3/29/88,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1142.86,25714.29,0.00,12524.38,B
3671,227,5/21/85,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,0.00,0.00,0.00,A
3672,140,10/31/97,ESTUDANTE,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
3673,40,5/17/69,DIRETOR DE EMPRESAS,M,DIVORCIADO(A),24857.14,100000.00,200000.00,5963.21,B
3674,242,3/28/45,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),6000.00,0.00,65714.29,1837.77,A
3675,222,5/6/87,ARQUITETO,F,SOLTEIRO(A),1464.00,0.00,0.00,628.57,A
3676,198,1/4/89,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,F,SOLTEIRO(A),428.57,0.00,0.00,0.00,A
3677,803,8/13/85,AUTÔNOMO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1000.00,0.00,0.00,0.00,A
3678,892,5/29/98,ESTUDANTE,M,SOLTEIRO(A),200.00,114.29,200.00,14.29,B
3679,815,3/17/85,SERVIDOR PÚBLICO ESTADUAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,11079.38,0.00,514.48,A
3680,840,12/31/70,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2000.00,0.00,0.00,0.00,A
3681,242,11/20/81,PSICÓLOGO,M,SOLTEIRO(A),1142.86,0.00,0.00,0.00,A
3682,377,2/1/80,MÉDICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,22652.65,18192.27,10857.14,A
3683,110,12/31/69,ADVOGADO,F,SOLTEIRO(A),714.29,2857.14,857.14,0.00,B
3684,590,10/16/93,ESTUDANTE,M,SOLTEIRO(A),200.29,0.00,0.00,0.00,A
3685,207,12/17/88,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,F,CASADO(A) COM BRASILEIRO(A) NATO(A),942.86,0.00,0.00,0.00,A
3686,132,5/16/76,ENGENHEIRO,M,UNIAO ESTAVEL,4190.86,0.00,0.00,0.00,B
3687,12,4/23/96,ADMINISTRADOR,M,SOLTEIRO(A),1085.71,91428.57,0.00,0.00,B
3688,52,4/3/90,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1257.14,44678.99,0.00,1657.25,A
3689,748,1/20/95,ECONOMISTA,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
3690,750,7/12/89,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1285.71,0.00,0.00,0.00,B
3691,660,12/7/90,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),742.86,5714.29,0.00,0.00,A
3692,887,1/10/87,ADMINISTRADOR,M,SOLTEIRO(A),1085.71,17142.86,1428.57,0.00,A
3693,37,7/4/73,SECURITÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,21.49,0.00,415.93,A
3694,880,10/19/66,ESTUDANTE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,60983.00,0.00,12.75,A
3695,55,9/15/95,ESTUDANTE,M,SOLTEIRO(A),200.00,119.92,0.00,5560.86,A
3696,43,4/24/87,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,0.00,0.00,0.00,D
3697,563,2/11/79,ADMINISTRADOR,M,SOLTEIRO(A),571.43,0.00,1428.57,14285.71,B
3698,220,1/1/84,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3714.29,114285.71,0.00,285.71,A
3699,658,5/17/87,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),938.16,9203.07,0.00,5522.76,A
3700,99,1/21/93,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1428.57,161.71,0.00,8695.03,A
3701,64,3/2/85,ESTUDANTE,F,CASADO(A) COM BRASILEIRO(A) NATO(A),228.57,0.00,0.00,0.00,A
3702,814,2/25/85,EMPRESÁRIO,M,SOLTEIRO(A),542.86,0.00,0.00,0.00,A
3703,82,5/19/89,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,F,SOLTEIRO(A),2685.71,275.97,0.00,0.93,A
3704,67,5/7/93,ANALISTA DE SISTEMAS,F,SOLTEIRO(A),1000.00,0.00,0.00,0.00,A
3705,263,6/15/72,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1828.57,0.00,0.00,0.00,A
3706,661,6/19/92,MILITAR EM GERAL,M,SOLTEIRO(A),1000.00,0.00,0.00,0.00,B
3707,964,11/18/79,PROFESSOR DE ENSINO SUPERIOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,0.00,0.00,1800.00,A
3708,47,6/4/84,ADVOGADO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),7142.86,125072.66,0.00,7146.42,A
3709,227,3/31/93,SERVIDOR PÚBLICO MUNICIPAL,M,SOLTEIRO(A),446.40,0.00,0.00,28.57,A
3710,133,9/23/98,ESTUDANTE,M,SOLTEIRO(A),262.86,0.00,0.00,0.00,A
3711,339,6/30/88,ADMINISTRADOR,M,SOLTEIRO(A),1000.00,0.00,0.00,0.00,B
3712,64,6/6/96,ARQUITETO,F,SOLTEIRO(A),457.14,0.00,0.00,0.00,A
3713,404,3/31/89,ESTUDANTE,F,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
3714,860,2/26/58,MÉDICO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),8571.43,0.00,6500.00,2857.14,B
3715,122,5/4/78,MÉDICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),14285.71,0.00,0.00,0.00,A
3716,780,8/17/77,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4000.00,0.00,0.00,3428.57,A
3717,60,5/17/56,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),M,CASADO(A) COM BRASILEIRO(A) NATO(A),1571.43,16769.87,0.00,2857.14,A
3718,224,4/17/84,ADMINISTRADOR,M,SOLTEIRO(A),857.14,18492.67,0.00,5993.28,C
3719,244,6/13/90,MILITAR EM GERAL,M,SOLTEIRO(A),600.00,0.00,0.00,0.00,A
3720,890,4/17/74,MILITAR EM GERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,30877.53,0.00,2857.14,A
3721,659,11/29/88,ADMINISTRADOR,M,SOLTEIRO(A),670.67,0.00,0.00,0.00,B
3722,180,11/10/53,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,68605.15,29428.57,58.94,A
3723,303,7/7/81,ADMINISTRADOR,F,SOLTEIRO(A),1571.43,0.00,0.00,0.00,A
3724,584,11/3/94,BOLSISTA,F,SOLTEIRO(A),228.57,0.00,0.00,0.00,A
3725,290,5/22/95,ESTUDANTE,M,SOLTEIRO(A),214.29,0.00,0.00,0.00,A
3726,47,11/24/77,ADMINISTRADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),2428.57,0.00,0.00,0.00,C
3727,181,10/30/81,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,M,SOLTEIRO(A),2285.71,0.00,0.00,0.00,A
3728,548,12/6/76,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),6433.39,0.00,285.71,0.00,B
3729,175,10/4/93,ESTUDANTE,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,B
3730,418,4/13/70,SERVIDOR PÚBLICO FEDERAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),3285.71,142857.14,0.00,0.00,A
3731,13,4/22/83,SERVIDOR PÚBLICO ESTADUAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),2028.57,0.00,0.00,0.00,C
3732,970,4/14/89,ESTUDANTE,M,SOLTEIRO(A),771.43,0.00,0.00,0.00,A
3733,14,6/16/83,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),5714.29,228571.43,0.00,2857.14,A
3734,227,9/2/86,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),828.57,0.00,0.00,142.86,B
3735,37,6/18/58,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),M,CASADO(A) COM BRASILEIRO(A) NATO(A),685.71,814.05,0.00,0.91,A
3736,837,9/10/90,MILITAR EM GERAL,M,SOLTEIRO(A),628.57,0.00,0.00,0.00,A
3737,50,2/2/44,FUNCIONÁRIO PÚBLICO CIVIL APOSENTADO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1285.71,0.00,0.00,8571.43,A
3738,70,10/15/86,PUBLICITÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1301.43,0.00,0.00,0.00,A
3739,86,3/17/75,MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA,M,SOLTEIRO(A),371.43,0.00,0.00,0.00,B
3740,47,12/12/90,EMPRESÁRIO,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
3741,44,1/26/84,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,571.43,0.00,1428.57,A
3742,134,4/12/83,TRABALHADOR METALÚRGICO E SIDERÚRGICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),428.57,628.57,0.00,0.00,A
3743,291,7/22/92,TÉCNICO DE ELETRICIDADE,M,SOLTEIRO(A),2857.14,0.00,0.00,0.00,B
3744,144,1/10/74,RELAÇÕES PÚBLICAS,M,UNIAO ESTAVEL,1714.29,7142.86,0.00,0.00,A
3745,210,2/6/93,ESTUDANTE,F,CASADO(A) COM BRASILEIRO(A) NATO(A),285.71,0.00,0.00,0.00,A
3746,506,10/15/91,MÉDICO,F,SOLTEIRO(A),2000.00,0.00,0.00,0.00,A
3747,490,11/4/90,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1285.71,0.00,0.00,0.00,A
3748,317,5/7/80,ADMINISTRADOR,M,SOLTEIRO(A),1000.00,1085.71,0.00,1000.00,B
3749,45,3/6/78,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2457.14,2857.14,114285.71,2857.14,B
3750,968,2/26/72,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,34285.71,0.00,34285.71,A
3751,917,5/15/08,ESTUDANTE,F,SOLTEIRO(A),200.00,857.14,0.00,857.14,B
3752,589,9/4/82,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3428.57,0.00,0.00,0.00,A
3753,769,1/2/02,ESTUDANTE,M,SOLTEIRO(A),251.43,0.00,0.00,0.00,A
3754,115,5/20/92,TRABALHADOR METALÚRGICO E SIDERÚRGICO,M,SOLTEIRO(A),542.86,0.00,0.00,0.00,A
3755,122,8/14/82,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4200.00,57142.86,0.00,857.14,B
3756,50,2/10/76,ADMINISTRADOR,M,SOLTEIRO(A),28.57,0.00,4084.83,36.71,C
3757,30,6/23/63,CONTADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,0.00,0.00,0.00,A
3758,619,7/4/85,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,857.14,1000.00,28.57,A
3759,708,7/28/85,PROFESSOR DE ENSINO SUPERIOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,0.00,A
3760,570,4/10/75,ADMINISTRADOR,M,SOLTEIRO(A),4707.01,28571.43,20000.00,0.00,B
3761,95,7/3/79,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2000.00,27893.49,0.00,27.78,A
3762,248,8/22/64,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),1000.00,18000.00,65714.29,0.00,C
3763,882,7/12/81,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,17142.86,28571.43,0.00,B
3764,224,2/7/78,MÉDICO,M,SOLTEIRO(A),200.29,0.00,0.00,0.00,B
3765,46,1/7/87,ENGENHEIRO,M,SOLTEIRO(A),2857.14,0.00,0.00,0.00,A
3766,970,6/26/84,BOLSISTA,M,SOLTEIRO(A),571.43,7072.97,0.00,6.10,B
3767,32,6/18/70,CONTADOR,M,DIVORCIADO(A),3967.71,18019.91,590.74,16493.17,A
3768,227,12/11/88,ESTUDANTE,M,SOLTEIRO(A),571.43,285.71,4285.71,1428.57,A
3769,417,9/14/84,AUTÔNOMO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),428.57,6857.14,0.00,0.00,A
3770,279,11/30/93,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),504.00,0.00,0.00,0.00,B
3771,138,11/18/73,TÉCNICO DE ELETRICIDADE,M,SOLTEIRO(A),1428.57,0.00,0.00,0.00,A
3772,46,11/27/57,CAPITALISTA,M,DIVORCIADO(A),428.57,403643.75,82857.14,87714.29,B
3773,357,12/25/84,AUTÔNOMO,F,SOLTEIRO(A),857.14,0.00,0.00,228.57,A
3774,35,5/29/93,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),1428.57,0.00,0.00,0.00,D
3775,175,5/15/89,BOLSISTA,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
3776,87,11/22/94,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,M,SOLTEIRO(A),251.43,0.00,0.00,0.00,B
3777,56,8/4/87,ADMINISTRADOR,M,SOLTEIRO(A),2857.14,129436.13,0.00,8571.43,A
3778,263,10/14/85,MILITAR EM GERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),914.29,742.86,0.00,0.00,A
3779,389,11/18/82,MÉDICO,M,SOLTEIRO(A),2857.14,0.00,0.00,0.00,A
3780,625,7/20/91,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),857.14,0.00,0.00,0.00,A
3781,50,3/31/77,PUBLICITÁRIO,F,UNIAO ESTAVEL,1437.14,11428.57,2857.14,8571.43,B
3782,56,12/10/64,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),18571.43,155101.97,96600.00,223.46,C
3783,904,2/7/92,PROPRIETÁRIO DE ESTABELECIMENTO DE PREST DE SERV,M,SOLTEIRO(A),857.14,38771.55,0.00,6055.91,A
3784,310,8/21/82,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2493.79,32649.47,0.00,38306.77,A
3785,134,8/12/89,CABELEIREIRO,F,SOLTEIRO(A),342.86,0.00,0.00,0.00,A
3786,880,12/7/93,ENGENHEIRO,M,SOLTEIRO(A),285.71,0.00,0.00,5142.86,B
3787,279,11/23/72,FARMACÊUTICO,M,SOLTEIRO(A),771.43,0.00,0.00,0.00,A
3788,582,12/30/72,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,0.00,0.00,B
3789,768,12/7/86,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),1177.86,0.00,0.00,0.00,D
3790,377,12/3/67,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),F,SOLTEIRO(A),857.14,24234.52,0.00,27142.86,A
3791,44,2/24/76,AUTÔNOMO,M,SOLTEIRO(A),857.14,4571.43,10285.71,8571.43,C
3792,320,8/5/88,TÉCNICO DE ELETRICIDADE,M,SOLTEIRO(A),571.43,0.00,0.00,31504.43,A
3793,12,3/4/90,ESTUDANTE,M,SOLTEIRO(A),285.71,0.00,857.14,857.14,C
3794,742,8/18/91,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),924.86,14887.87,0.00,13.48,A
3795,968,7/24/87,MECÂNICO DE MANUT DE VEÍCULOS AUTOS E MÁQUINAS,M,SOLTEIRO(A),400.00,0.00,0.00,30.86,A
3796,393,6/30/87,SERVIDOR PÚBLICO MUNICIPAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),697.14,0.00,0.00,0.00,A
3797,135,7/8/81,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,0.00,A
3798,80,4/27/90,ADMINISTRADOR,M,UNIAO ESTAVEL,808.57,165.05,165.56,5.43,B
3799,45,8/23/81,SERVIDOR PÚBLICO FEDERAL,F,UNIAO ESTAVEL,1771.43,0.00,0.00,0.00,A
3800,240,9/29/79,ENGENHEIRO,F,DIVORCIADO(A),2892.01,0.00,0.00,0.00,A
3801,898,10/17/85,PROPRIETÁRIO DE ESTABELECIMENTO DE PREST DE SERV,M,SOLTEIRO(A),285.71,2857.14,0.00,228.57,B
3802,303,2/25/84,MÉDICO,F,SOLTEIRO(A),1428.57,0.00,0.00,857.14,A
3803,92,4/14/68,TRABALHADOR METALÚRGICO E SIDERÚRGICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,71428.57,0.00,1405.62,A
3804,507,5/13/66,SERVIDOR PÚBLICO ESTADUAL,F,SOLTEIRO(A),2857.14,0.00,0.00,0.00,A
3805,384,10/2/62,TRABALHADOR DE CONSTRUÇÃO CIVIL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,0.00,0.00,0.00,A
3806,87,8/5/74,ADMINISTRADOR,M,SOLTEIRO(A),285.71,28217.46,0.00,0.00,A
3807,91,12/15/84,SERVIDOR PÚBLICO MUNICIPAL,F,SOLTEIRO(A),514.29,0.00,0.00,0.00,A
3808,58,12/21/74,ENGENHEIRO,M,DIVORCIADO(A),1428.57,28571.43,0.00,2862.62,A
3809,506,7/21/84,ESTUDANTE,M,SOLTEIRO(A),1428.57,0.00,0.00,8571.43,A
3810,319,9/15/89,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),2684.54,57947.05,228.57,0.00,B
3811,220,1/7/69,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3142.86,105714.29,0.00,0.00,A
3812,372,11/10/92,TÉCNICO DE ELETRICIDADE,M,SOLTEIRO(A),401.14,0.00,0.00,0.00,A
3813,83,7/29/91,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,M,SOLTEIRO(A),257.14,0.00,0.00,0.00,A
3814,13,10/20/86,ENFERMEIRO E NUTRICIONISTA,M,SOLTEIRO(A),1322.42,0.00,0.00,0.00,A
3815,46,4/22/88,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2507.71,0.00,0.00,0.00,A
3816,56,5/13/52,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,928499.82,85714.29,4576.32,B
3817,26,9/16/70,ECONOMISTA,M,CASADO(A) COM BRASILEIRO(A) NATO(A),200.00,0.00,35922.86,26.97,B
3818,828,4/3/65,AUTÔNOMO,M,SOLTEIRO(A),342.86,0.00,85.71,857.14,B
3819,15,9/11/78,SERVIDOR PÚBLICO FEDERAL,F,SOLTEIRO(A),4485.71,0.00,0.00,0.00,B
3820,42,11/8/88,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2000.00,0.00,0.00,0.00,A
3821,30,4/14/89,JORNALISTA,F,SOLTEIRO(A),1000.00,8571.43,0.00,1428.57,A
3822,719,11/12/75,CONTADOR,F,SOLTEIRO(A),3087.06,8067.70,0.00,0.00,A
